#纬度,经度,学校,省份,层次,全国热度排名,类别,类别排名,网址,学校抓取编码
29.59319711,106.5211368,重庆航天职业技术学院,重庆,高职高专,1421,理工类,434,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1481.htm,1481
40.82204441,111.6458275,内蒙古建筑职业技术学院,内蒙古,高职高专,1238,理工类,377,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1574.htm,1574
47.72155133,128.8848539,伊春职业学院,黑龙江,高职高专,2323,综合类,590,http://gkcx.eol.cn/schoolhtm/schoolTemple/school768.htm,768
38.06220159,114.4430686,河北工业职业技术学院,河北,高职高专,782,理工类,240,http://gkcx.eol.cn/schoolhtm/schoolTemple/school698.htm,698
29.83388623,121.6363849,浙江万里学院,浙江,普通本科,575,理工类,201,http://gkcx.eol.cn/schoolhtm/schoolTemple/school260.htm,260
31.85925242,117.2160052,安徽建筑大学,安徽,普通本科,336,理工类,136,http://gkcx.eol.cn/schoolhtm/schoolTemple/school322.htm,322
32.87850289,117.5729609,安徽科技学院,安徽,普通本科,521,综合类,128,http://gkcx.eol.cn/schoolhtm/schoolTemple/school331.htm,331
34.90659898,117.5429367,枣庄学院,山东,普通本科,643,综合类,165,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1246.htm,1246
36.65068817,117.0478849,山东工艺美术学院,山东,普通本科,1322,艺术类,31,http://gkcx.eol.cn/schoolhtm/schoolTemple/school527.htm,527
32.99032388,114.0143403,黄淮学院,河南,普通本科,570,综合类,141,http://gkcx.eol.cn/schoolhtm/schoolTemple/school884.htm,884
33.78001155,113.1837336,平顶山学院,河南,普通本科,672,综合类,729,http://gkcx.eol.cn/schoolhtm/schoolTemple/school880.htm,880
29.85487901,114.3441157,湖北科技学院,湖北,普通本科,562,综合类,137,http://gkcx.eol.cn/schoolhtm/schoolTemple/school457.htm,457
32.62943439,110.7894804,湖北医药学院,湖北,普通本科,585,医药类,53,http://gkcx.eol.cn/schoolhtm/schoolTemple/school438.htm,438
30.43858095,115.0030587,黄冈职业技术学院,湖北,高职高专,1790,理工类,566,http://gkcx.eol.cn/schoolhtm/schoolTemple/school812.htm,812
31.61226525,117.6049984,长江职业学院,湖北,高职高专,1225,理工类,375,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1106.htm,1106
40.19045898,122.1595829,辽宁农业职业技术学院,辽宁,高职高专,2111,农林类,77,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1679.htm,1679
31.76000089,117.2043799,安徽三联学院,安徽,普通本科,1028,理工类,310,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1847.htm,1847
31.23537567,120.5951914,苏州工艺美术职业技术学院,江苏,高职高专,1772,艺术类,48,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2202.htm,2202
33.95574871,116.7803139,淮北职业技术学院,安徽,高职高专,1893,综合类,784,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1806.htm,1806
43.82786275,125.4470663,吉林华桥外国语学院,吉林,普通本科,841,语言类,18,http://gkcx.eol.cn/schoolhtm/schoolTemple/school411.htm,411
23.29802517,116.1483407,潮汕职业技术学院,广东,高职高专,1907,综合类,489,http://gkcx.eol.cn/schoolhtm/schoolTemple/school975.htm,975
34.27103653,108.0858794,杨凌职业技术学院,陕西,高职高专,1208,农林类,42,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2233.htm,2233
26.56362228,106.7843261,贵阳学院,贵州,普通本科,676,综合类,175,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1071.htm,1071
26.58241646,104.827073,六盘水师范学院,贵州,普通本科,1427,师范类,156,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1596.htm,1596
43.82061461,87.58703309,新疆工程学院,新疆,普通本科,1352,理工类,410,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2066.htm,2066
44.02204649,87.32703614,新疆农业职业技术学院,新疆,高职高专,1349,农林类,46,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1333.htm,1333
44.02231948,87.26001323,昌吉学院,新疆,普通本科,1101,综合类,292,http://gkcx.eol.cn/schoolhtm/schoolTemple/school239.htm,239
39.19021553,117.2226356,天津职业大学,天津,高职高专,564,综合类,138,http://gkcx.eol.cn/schoolhtm/schoolTemple/school846.htm,846
39.66400598,118.1773169,唐山学院,河北,普通本科,649,理工类,211,http://gkcx.eol.cn/schoolhtm/schoolTemple/school608.htm,608
36.58965675,114.5164052,邯郸职业技术学院,河北,高职高专,1435,理工类,437,http://gkcx.eol.cn/schoolhtm/schoolTemple/school704.htm,704
41.83242119,123.4669184,沈阳大学,辽宁,普通本科,362,综合类,88,http://gkcx.eol.cn/schoolhtm/schoolTemple/school224.htm,224
41.7905281,123.6997072,抚顺职业技术学院,辽宁,高职高专,2234,综合类,564,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1680.htm,1680
43.09769117,124.4379637,四平职业大学,吉林,高职高专,2163,理工类,690,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1610.htm,1610
44.59839722,129.5780079,牡丹江大学,黑龙江,高职高专,1114,综合类,293,http://gkcx.eol.cn/schoolhtm/schoolTemple/school766.htm,766
33.60987532,119.013034,淮阴工学院,江苏,普通本科,759,理工类,237,http://gkcx.eol.cn/schoolhtm/schoolTemple/school152.htm,152
34.66808133,119.2480194,连云港职业技术学院,江苏,高职高专,2090,理工类,667,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2203.htm,2203
32.1997435,119.4797883,镇江市高等专科学校,江苏,高职高专,2133,理工类,682,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2201.htm,2201
32.01477196,120.9002415,南通职业大学,江苏,高职高专,1918,理工类,606,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2204.htm,2204
31.81251354,119.9734219,常州工学院,江苏,普通本科,709,理工类,224,http://gkcx.eol.cn/schoolhtm/schoolTemple/school148.htm,148
30.2278463,120.0330559,浙江科技学院,浙江,普通本科,419,理工类,161,http://gkcx.eol.cn/schoolhtm/schoolTemple/school246.htm,246
29.88586246,121.5397764,宁波工程学院,浙江,普通本科,514,理工类,186,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1189.htm,1189
31.84535586,117.2697642,合肥学院,安徽,普通本科,361,综合类,739,http://gkcx.eol.cn/schoolhtm/schoolTemple/school338.htm,338
31.28430792,118.3754644,芜湖职业技术学院,安徽,高职高专,1000,理工类,299,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1807.htm,1807
24.44684526,118.0973562,厦门理工学院,福建,普通本科,130,理工类,57,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1061.htm,1061
36.08371599,120.339427,青岛大学,山东,普通本科,21,综合类,15,http://gkcx.eol.cn/schoolhtm/schoolTemple/school499.htm,499
37.47963484,121.4647843,烟台大学,山东,普通本科,48,综合类,28,http://gkcx.eol.cn/schoolhtm/schoolTemple/school554.htm,554
36.72350657,119.1865227,潍坊学院,山东,普通本科,277,综合类,70,http://gkcx.eol.cn/schoolhtm/schoolTemple/school552.htm,552
34.72466677,113.6637419,中州大学,河南,高职高专,1446,理工类,443,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1922.htm,1922
34.80548016,114.3201688,开封大学,河南,高职高专,750,综合类,806,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1520.htm,1520
34.65759705,112.4195333,洛阳理工学院,河南,普通本科,242,理工类,105,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1178.htm,1178
35.29758256,113.9480867,新乡学院,河南,普通本科,583,师范类,61,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1919.htm,1919
30.62387071,114.3023444,江汉大学,湖北,普通本科,286,综合类,73,http://gkcx.eol.cn/schoolhtm/schoolTemple/school430.htm,430
30.33434886,112.2598161,荆州理工职业学院,湖北,高职高专,2248,理工类,724,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1945.htm,1945
30.6947595,111.3130176,三峡大学,湖北,普通本科,202,综合类,57,http://gkcx.eol.cn/schoolhtm/schoolTemple/school431.htm,431
28.21347823,112.9793528,长沙学院,湖南,普通本科,460,理工类,173,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1029.htm,1029
23.04674298,113.3772181,广州大学,广东,普通本科,63,综合类,33,http://gkcx.eol.cn/schoolhtm/schoolTemple/school293.htm,293
30.83477676,103.5855127,成都学院,四川,普通本科,471,综合类,118,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2491.htm,2491
34.26579607,108.9443302,西安文理学院,陕西,普通本科,431,师范类,238,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1043.htm,1043
40.34572434,116.6479554,北京京北职业技术学院,北京,高职高专,829,理工类,248,http://gkcx.eol.cn/schoolhtm/schoolTemple/school907.htm,907
40.23395642,116.2100781,北京交通职业技术学院,北京,高职高专,1344,理工类,407,http://gkcx.eol.cn/schoolhtm/schoolTemple/school910.htm,910
36.09909491,111.530406,华北科技学院,河北,普通本科,166,理工类,79,http://gkcx.eol.cn/schoolhtm/schoolTemple/school604.htm,604
30.12284967,104.6513522,中国人民武装警察部队学院,河北,普通本科,707,军事类,5,http://gkcx.eol.cn/schoolhtm/schoolTemple/school610.htm,610
23.11079949,113.2944421,广东警官学院,广东,普通本科,655,政法类,13,http://gkcx.eol.cn/schoolhtm/schoolTemple/school963.htm,963
22.592731,113.9589235,深圳职业技术学院,广东,高职高专,862,综合类,229,http://gkcx.eol.cn/schoolhtm/schoolTemple/school646.htm,646
23.17171478,113.3312443,民办南华工商学院,广东,高职高专,1280,财经类,121,http://gkcx.eol.cn/schoolhtm/schoolTemple/school644.htm,644
30.68331513,104.0551926,成都工业学院,四川,普通本科,875,理工类,260,http://gkcx.eol.cn/schoolhtm/schoolTemple/school769.htm,769
32.34488803,119.4045809,扬州大学,江苏,普通本科,213,综合类,59,http://gkcx.eol.cn/schoolhtm/schoolTemple/school173.htm,173
23.18551785,113.166444,私立华联学院,广东,高职高专,1696,综合类,436,http://gkcx.eol.cn/schoolhtm/schoolTemple/school647.htm,647
23.3833608,116.735635,三江学院,江苏,普通本科,637,综合类,163,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1179.htm,1179
34.28873156,117.1937494,武警后勤学院,天津,普通本科,1264,军事类,23,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1211.htm,1211
40.00056927,116.4419317,中华女子学院,北京,普通本科,377,语言类,11,http://gkcx.eol.cn/schoolhtm/schoolTemple/school568.htm,568
47.38291338,123.961415,齐齐哈尔医学院,黑龙江,普通本科,671,医药类,68,http://gkcx.eol.cn/schoolhtm/schoolTemple/school454.htm,454
39.99530905,116.3888373,北京信息科技大学,北京,普通本科,369,理工类,150,http://gkcx.eol.cn/schoolhtm/schoolTemple/school879.htm,879
38.12921265,114.5072695,河北体育学院,河北,普通本科,1276,体育类,13,http://gkcx.eol.cn/schoolhtm/schoolTemple/school626.htm,626
38.04992015,114.4099577,石家庄职业技术学院,河北,高职高专,1504,综合类,393,http://gkcx.eol.cn/schoolhtm/schoolTemple/school701.htm,701
41.2947239,123.1693453,辽阳职业技术学院,辽宁,高职高专,2128,综合类,537,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1681.htm,1681
42.00274644,121.6379415,阜新高等专科学校,辽宁,高职高专,2237,综合类,565,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1675.htm,1675
39.10659685,121.828245,大连大学,辽宁,普通本科,110,综合类,43,http://gkcx.eol.cn/schoolhtm/schoolTemple/school218.htm,218
43.89422895,125.2806548,吉林工商学院,吉林,普通本科,763,财经类,68,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1604.htm,1604
32.39790947,119.9407114,南京工程学院,江苏,普通本科,294,理工类,121,http://gkcx.eol.cn/schoolhtm/schoolTemple/school146.htm,146
32.0572355,118.7780744,南京审计大学,江苏,普通本科,184,财经类,22,http://gkcx.eol.cn/schoolhtm/schoolTemple/school151.htm,151
31.90281189,120.5789942,沙洲职业工学院,江苏,高职高专,2309,理工类,750,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2206.htm,2206
32.89552514,117.4297069,蚌埠学院,安徽,普通本科,893,理工类,265,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1799.htm,1799
30.65003534,117.5728121,池州学院,安徽,普通本科,945,综合类,744,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1800.htm,1800
32.61884169,116.9566455,淮南联合大学,安徽,高职高专,1959,理工类,921,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1808.htm,1808
26.20468082,117.5714382,三明学院,福建,普通本科,610,综合类,153,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1261.htm,1261
25.11870645,117.0314196,龙岩学院,福建,普通本科,696,其它,496,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1250.htm,1250
26.0501183,117.9849431,福建商学院,福建,普通本科,1591,财经类,154,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1861.htm,1861
24.52887507,117.644224,漳州职业技术学院,福建,高职高专,1877,理工类,593,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1865.htm,1865
25.07555451,117.038808,闽西职业技术学院,福建,高职高专,2072,理工类,911,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1866.htm,1866
32.01626899,120.9014806,黎明职业大学,福建,高职高专,892,综合类,239,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1506.htm,1506
28.68262646,115.9413252,南昌工程学院,江西,普通本科,372,理工类,152,http://gkcx.eol.cn/schoolhtm/schoolTemple/school867.htm,867
36.6590941,117.0596091,山东警察学院,山东,普通本科,897,政法类,22,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1204.htm,1204
34.67290438,112.3804842,河南工学院,河南,普通本科,457,理工类,172,http://gkcx.eol.cn/schoolhtm/schoolTemple/school894.htm,894
36.07178355,114.3562114,安阳工学院,河南,普通本科,536,理工类,190,http://gkcx.eol.cn/schoolhtm/schoolTemple/school834.htm,834
30.59667985,114.2115745,湖北警官学院,湖北,普通本科,879,政法类,21,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1027.htm,1027
30.3835733,114.9023569,鄂州职业大学,湖北,高职高专,1697,理工类,538,http://gkcx.eol.cn/schoolhtm/schoolTemple/school808.htm,808
31.04967403,112.2023808,荆楚理工学院,湖北,普通本科,692,理工类,219,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1505.htm,1505
27.81939724,112.934054,湖南工程学院,湖南,普通本科,382,理工类,154,http://gkcx.eol.cn/schoolhtm/schoolTemple/school399.htm,399
23.11349824,113.2869835,仲恺农业工程学院,广东,普通本科,638,农林类,94,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2480.htm,2480
22.60038693,113.0905544,五邑大学,广东,普通本科,461,综合类,114,http://gkcx.eol.cn/schoolhtm/schoolTemple/school285.htm,285
22.83642672,108.3334964,广西体育高等专科学校,广西,高职高专,2345,体育类,21,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1728.htm,1728
23.48234695,111.3095146,梧州学院,广西,普通本科,783,综合类,203,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1251.htm,1251
22.83848579,108.333562,南宁职业技术学院,广西,高职高专,1127,综合类,296,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1736.htm,1736
26.57355004,101.7338229,攀枝花学院,四川,普通本科,597,综合类,149,http://gkcx.eol.cn/schoolhtm/schoolTemple/school932.htm,932
24.3454054,102.5694891,玉溪师范学院,云南,普通本科,854,师范类,108,http://gkcx.eol.cn/schoolhtm/schoolTemple/school350.htm,350
25.03218152,101.5563031,楚雄师范学院,云南,普通本科,935,师范类,117,http://gkcx.eol.cn/schoolhtm/schoolTemple/school353.htm,353
25.08038708,102.6988749,云南警官学院,云南,普通本科,705,政法类,15,http://gkcx.eol.cn/schoolhtm/schoolTemple/school359.htm,359
25.05210512,102.6924696,昆明学院,云南,普通本科,480,综合类,119,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1044.htm,1044
38.29941669,109.7296248,榆林学院,陕西,普通本科,682,师范类,79,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1090.htm,1090
33.87018054,109.9609314,商洛学院,陕西,普通本科,778,师范类,100,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1262.htm,1262
32.70339609,108.9883222,安康学院,陕西,普通本科,821,综合类,214,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1263.htm,1263
34.15602806,108.8637676,西安培华学院,陕西,普通本科,437,综合类,107,http://gkcx.eol.cn/schoolhtm/schoolTemple/school383.htm,383
36.10959165,103.737061,甘肃政法学院,甘肃,普通本科,712,政法类,16,http://gkcx.eol.cn/schoolhtm/schoolTemple/school501.htm,501
38.50274133,106.1135951,北方民族大学,宁夏,普通本科,333,民族类,6,http://gkcx.eol.cn/schoolhtm/schoolTemple/school545.htm,545
40.22518526,116.253988,中国石油大学（北京）,北京,普通本科,373,理工类,153,http://gkcx.eol.cn/schoolhtm/schoolTemple/school832.htm,832
39.99615694,116.3530322,中国地质大学(北京),北京,普通本科,470,其它,493,http://gkcx.eol.cn/schoolhtm/schoolTemple/school830.htm,830
39.93634281,116.4648488,北京联合大学,北京,普通本科,168,理工类,892,http://gkcx.eol.cn/schoolhtm/schoolTemple/school575.htm,575
39.98302516,116.3621173,北京联合大学应用文理学院,北京,普通本科,2137,综合类,540,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1107.htm,1107
39.74200438,116.1449318,北京联合大学商务学院,北京,普通本科,1672,财经类,163,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1108.htm,1108
39.96984344,116.4066606,北京联合大学师范学院,北京,普通本科,1763,师范类,172,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1111.htm,1111
40.06701496,116.1942915,北京联合大学广告学院,北京,普通本科,1827,综合类,475,http://gkcx.eol.cn/schoolhtm/schoolTemple/school828.htm,828
39.99807963,116.4341202,北京联合大学管理学院,北京,普通本科,2744,综合类,700,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3136.htm,3136
39.9363446,116.4657008,北京联合大学机电学院,北京,普通本科,2770,综合类,710,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3137.htm,3137
39.99686064,116.4309355,北京联合大学旅游学院,北京,普通本科,2749,综合类,701,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3138.htm,3138
39.86725238,116.5129927,北京联合大学生物化学工程学院,北京,普通本科,2760,综合类,706,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3139.htm,3139
39.87378576,116.4251832,北京联合大学特殊教育学院,北京,普通本科,2734,综合类,699,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3140.htm,3140
39.99785191,116.4344026,北京联合大学信息学院,北京,普通本科,2787,综合类,713,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3144.htm,3144
40.24221071,116.2240674,北京联合大学应用科技学院,北京,普通本科,2731,综合类,697,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3141.htm,3141
39.99821298,116.4341759,北京联合大学自动化学院,北京,普通本科,2755,综合类,703,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3142.htm,3142
39.95742978,116.3360527,北京城市学院,北京,普通本科,287,综合类,74,http://gkcx.eol.cn/schoolhtm/schoolTemple/school559.htm,559
38.92554005,115.5052629,河北金融学院,河北,普通本科,341,财经类,39,http://gkcx.eol.cn/schoolhtm/schoolTemple/school692.htm,692
40.73905577,114.9221503,张家口职业技术学院,河北,高职高专,1817,理工类,574,http://gkcx.eol.cn/schoolhtm/schoolTemple/school696.htm,696
41.0163304,113.1504088,集宁师范学院,内蒙古,普通本科,1455,师范类,158,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1550.htm,1550
40.89997875,111.8463989,内蒙古丰州职业学院,内蒙古,高职高专,2465,综合类,633,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1637.htm,1637
41.29032749,123.8028999,辽宁科技学院,辽宁,普通本科,687,理工类,217,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1067.htm,1067
43.83571815,125.152498,长春汽车工业高等专科学校,吉林,高职高专,1140,理工类,346,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1546.htm,1546
43.85849217,125.2908097,长春工程学院,吉林,普通本科,371,理工类,151,http://gkcx.eol.cn/schoolhtm/schoolTemple/school394.htm,394
43.96228554,126.4856362,吉林农业科技学院,吉林,普通本科,884,农林类,37,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1014.htm,1014
43.84486906,125.3348641,长春金融高等专科学校,吉林,高职高专,1448,财经类,140,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1605.htm,1605
43.83272216,125.4206166,吉林警察学院,吉林,普通本科,1117,政法类,30,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1606.htm,1606
45.66785298,126.6255646,黑龙江东方学院,黑龙江,普通本科,592,综合类,148,http://gkcx.eol.cn/schoolhtm/schoolTemple/school456.htm,456
45.72242481,126.6155044,黑龙江职业学院,黑龙江,高职高专,793,综合类,205,http://gkcx.eol.cn/schoolhtm/schoolTemple/school716.htm,716
31.30525965,121.5519665,上海电机学院,上海,普通本科,476,理工类,176,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1092.htm,1092
32.04280928,118.7591064,南京晓庄学院,江苏,普通本科,598,师范类,64,http://gkcx.eol.cn/schoolhtm/schoolTemple/school147.htm,147
32.40440138,119.3863932,扬州市职业大学,江苏,高职高专,1292,理工类,387,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2538.htm,2538
30.17697197,120.1565289,浙江警察学院,浙江,普通本科,1125,政法类,31,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1763.htm,1763
28.98848627,118.8749259,衢州学院,浙江,普通本科,1084,综合类,288,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2604.htm,2604
26.03295546,119.3225822,福建警察学院,福建,普通本科,1230,政法类,34,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1859.htm,1859
25.45133695,119.0168141,莆田学院,福建,普通本科,520,综合类,127,http://gkcx.eol.cn/schoolhtm/schoolTemple/school478.htm,478
26.03152379,119.2101124,福建华南女子职业学院,福建,高职高专,2287,财经类,225,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1899.htm,1899
26.08038161,119.1667209,福州职业技术学院,福建,高职高专,2086,综合类,770,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1867.htm,1867
28.66972638,115.7627125,江西警察学院,江西,普通本科,983,政法类,25,http://gkcx.eol.cn/schoolhtm/schoolTemple/school874.htm,874
29.70790335,115.9686607,九江职业大学,江西,高职高专,1495,综合类,790,http://gkcx.eol.cn/schoolhtm/schoolTemple/school896.htm,896
27.86279237,115.0034044,新余学院,江西,普通本科,806,综合类,782,http://gkcx.eol.cn/schoolhtm/schoolTemple/school891.htm,891
36.68319867,116.9698834,山东交通学院,山东,普通本科,203,理工类,91,http://gkcx.eol.cn/schoolhtm/schoolTemple/school534.htm,534
34.7995318,113.6459939,河南工程学院,河南,普通本科,222,理工类,99,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1323.htm,1323
35.21978702,113.2832123,焦作大学,河南,高职高专,1152,综合类,305,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1923.htm,1923
30.54350807,114.301861,武汉音乐学院,湖北,普通本科,1663,艺术类,43,http://gkcx.eol.cn/schoolhtm/schoolTemple/school455.htm,455
28.54582281,112.3938428,湖南城市学院,湖南,普通本科,515,综合类,125,http://gkcx.eol.cn/schoolhtm/schoolTemple/school397.htm,397
26.88425663,112.6178209,湖南工学院,湖南,普通本科,472,理工类,175,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1983.htm,1983
28.21064476,112.9319533,湖南财政经济学院,湖南,普通本科,602,财经类,55,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1985.htm,1985
28.22879045,113.1373115,湖南警察学院,湖南,普通本科,1062,政法类,28,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1986.htm,1986
27.83576537,113.1781115,湖南工业大学,湖南,普通本科,163,理工类,77,http://gkcx.eol.cn/schoolhtm/schoolTemple/school398.htm,398
28.12303871,113.014507,湖南女子学院,湖南,普通本科,954,语言类,20,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1995.htm,1995
23.09258496,112.4840069,广东金融学院,广东,普通本科,221,财经类,26,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1031.htm,1031
22.53220132,113.3964822,电子科技大学中山学院,广东,独立学院,999,综合类,259,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2482.htm,2482
22.68753501,109.2757742,广西科技师范学院,广西,普通本科,1994,综合类,757,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1729.htm,1729
22.8411766,108.3070688,广西财经学院,广西,普通本科,312,财经类,37,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1046.htm,1046
29.54578628,106.5179771,重庆科技学院,重庆,普通本科,237,理工类,103,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1009.htm,1009
30.76773528,103.9640409,成都纺织高等专科学校,四川,高职高专,923,理工类,277,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1177.htm,1177
23.36361117,104.2549401,文山学院,云南,普通本科,1051,综合类,276,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2521.htm,2521
25.07186735,102.6946641,昆明冶金高等专科学校,云南,高职高专,856,理工类,254,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2159.htm,2159
25.0553177,102.7185567,云南医学高等专科学校,云南,高职高专,1596,医药类,139,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2160.htm,2160
34.21669941,108.9601528,西安财经学院,陕西,普通本科,129,财经类,15,http://gkcx.eol.cn/schoolhtm/schoolTemple/school375.htm,375
34.96643928,102.9011466,甘肃民族师范学院,甘肃,普通本科,1085,师范类,130,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2358.htm,2358
43.86581491,87.43107796,乌鲁木齐职业大学,新疆,高职高专,1694,理工类,536,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2070.htm,2070
34.65192362,119.2364515,连云港师范高等专科学校,江苏,高职高专,1207,师范类,138,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1542.htm,1542
30.57837586,114.371237,湖北经济学院,湖北,普通本科,253,财经类,30,http://gkcx.eol.cn/schoolhtm/schoolTemple/school445.htm,445
21.96999731,108.5982938,钦州学院,广西,普通本科,761,综合类,194,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1256.htm,1256
22.84166102,108.3590404,广西水利电力职业技术学院,广西,高职高专,1627,理工类,513,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1737.htm,1737
39.95668768,116.3148006,中国青年政治学院,北京,普通本科,455,政法类,9,http://gkcx.eol.cn/schoolhtm/schoolTemple/school577.htm,577
39.9872482,116.4815521,北京青年政治学院,北京,高职高专,1098,语言类,24,http://gkcx.eol.cn/schoolhtm/schoolTemple/school881.htm,881
39.53409611,116.7388068,北华航天工业学院,河北,普通本科,367,理工类,149,http://gkcx.eol.cn/schoolhtm/schoolTemple/school687.htm,687
37.86066848,112.5242334,山西省财政税务专科学校,山西,高职高专,1267,财经类,118,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1639.htm,1639
41.92493585,123.4256123,沈阳工程学院,辽宁,普通本科,501,理工类,182,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1041.htm,1041
41.94247657,123.5182952,辽宁省交通高等专科学校,辽宁,高职高专,1266,理工类,384,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1676.htm,1676
31.28034067,121.6653547,上海立信会计金融学院,上海,普通本科,173,财经类,19,http://gkcx.eol.cn/schoolhtm/schoolTemple/school320.htm,320
34.59269918,119.1967656,淮海工学院,江苏,普通本科,541,理工类,192,http://gkcx.eol.cn/schoolhtm/schoolTemple/school155.htm,155
